# index, name, _pos
16344,SS 1,"array([-11.05242591,  29.53075468])"
16345,S&L 3/4,"array([-13.18483308,  33.18442842])"
16346,EPICI 1,"array([-13.58238257,  33.19072211])"
16347,SS3 130,"array([-13.69374955,  31.70783408])"
16348,SS3 131,"array([-13.48998817,  31.63167415])"
16349,SS3 -1,"array([-11.34138468,  31.21347789])"
16350,FF 49,"array([-13.6459381 ,  30.22179905])"
16351,FF 122,"array([-13.49113551,  30.21923362])"
16352,FF 123,"array([-13.10990503,  30.23353624])"
16353,FF 175,"array([-14.46157517,  29.60941231])"
16354,FF 210,"array([-14.0366284 ,  30.16727315])"
16355,FF 211,"array([-14.31660067,  29.56737462])"
16356,FF 212,"array([-13.33788141,  27.8119809 ])"
16357,FF 213,"array([-13.47605465,  27.81619686])"
16358,SVC 1,"array([-16.13774588,  32.34835566])"
16359,SS@ 1/2,"array([-13.89002464,  32.16738063])"
16360,SS: JUDGMENT DAY,"array([-12.71515701,  32.66197768])"
16361,SS3 51,"array([-13.43542819,  32.70404732])"
16362,DAMCON3 3,"array([-11.63390614,  30.2850668 ])"
16363,M/CP 93/2,"array([-14.30192941,  33.53637449])"
16364,WM2,"array([-15.69646889,  32.98651607])"
16365,IW,"array([-15.43137827,  33.24746385])"
16366,SS3 102,"array([-13.00790248,  33.31404398])"
16367,UX 267,"array([-16.73823877,  25.25093302])"
16368,W2 89,"array([-13.29265368,  25.15985344])"
16369,W/G 1,"array([-15.83668178,  24.11336681])"
16370,XU 18,"array([-18.23560612,  24.68193489])"
16371,XU 30/2,"array([-17.09658144,  26.24744604])"
16372,NOM2 7,"array([-14.78786662,  28.72368118])"
16373,ASM 235,"array([-9.32613928, 24.48897774])"
16374,WLOCK 10,"array([-13.58910371,  31.32792792])"
16375,ST 180,"array([-13.80612454,  31.81487191])"
16376,ST 181,"array([-13.74703761,  32.01541575])"
16377,WLOCK 9,"array([-13.73876417,  31.34506068])"
16378,WLOCK 11,"array([-12.82465513,  32.42651849])"
16379,WIW 4,"array([-13.95539982,  31.4788694 ])"
16380,M/CP 112/4,"array([-14.50353313,  32.75226225])"
16381,SS3 132,"array([-10.8184999 ,  29.42162834])"
16382,SS3 133,"array([-12.4221601 ,  31.36533778])"
16383,SS3 134,"array([-11.25709732,  31.86244591])"
16384,ASMU 7,"array([-10.801488  ,  21.76451915])"
16385,CPU 3,"array([-9.25449082, 32.86748008])"
16386,M/TU 55,"array([-12.43206694,  29.04852049])"
16387,GARG 1,"array([-6.90316681, 29.03151275])"
16388,GARG 4,"array([-7.45496562, 30.92817774])"
16389,GARG 2,"array([-7.25427581, 28.38671526])"
16390,M/TU 119,"array([-10.79803422,  25.72719626])"
16391,DEF 118,"array([-7.07928244, 30.60941446])"
16392,GARG 3,"array([-6.87858234, 28.40305484])"
16393,SOLOA 16/2,"array([-10.14704543,  31.216905  ])"
16394,H:PL 9,"array([-7.38813391, 30.58623688])"
16395,ST:DC 1/3,"array([-8.51481849, 32.47999879])"
16396,SS@ 3/3,"array([-11.7982656 ,  35.34987431])"
16397,AT 3,"array([-15.27137754,  22.80172298])"
16398,AT 4,"array([-15.11936449,  22.81402416])"
16399,AT 5,"array([-15.20283251,  22.91024851])"
16400,S-H2 37,"array([-14.24283086,  30.94909904])"
16401,ST5 1/3,"array([ 0.94484704, 25.34784794])"
16402,TOTZ 1,"array([ 0.31043414, 25.72112296])"
16403,TOTZ 1/2,"array([ 0.31591475, 25.00197196])"
16404,TOTZ 1/6,"array([ 0.48419423, 25.2625309 ])"
16405,TOTZ 2/6,"array([ 0.2906345 , 25.46172365])"
16406,TOTZ 3,"array([ 0.18785987, 25.22223071])"
16407,TOTZ 4,"array([ 0.51417804, 25.87531243])"
16408,TOTZ 9,"array([ 0.55401918, 25.56244473])"
16409,MM 17,"array([-14.20457525,  29.45330699])"
16410,M/TIO 93,"array([-13.3833407 ,  29.42898466])"
16411,IM@ 11,"array([-12.51298366,  30.10219226])"
16412,ASMU 17,"array([-10.07136635,  22.98536578])"
16413,ASM 412,"array([-10.09883265,  22.46728349])"
16414,PPTSS 240,"array([-9.9033716 , 22.75838481])"
16415,ASM 418,"array([-10.41561005,  22.53313349])"
16416,PPSM2 28,"array([-10.59964521,  21.91962325])"
16417,PPSM2 27,"array([-9.88178009, 21.30294145])"
16418,T 497,"array([-14.40566194,  34.25432672])"
16419,V&and;SW2 3,"array([-9.26980911, 36.01561578])"
16420,V&and;SW2 5,"array([-9.46492268, 36.02771063])"
16421,AT 8/2,"array([-6.6187649 , 28.01120878])"
16422,DEF 50,"array([-9.32426368, 28.75371498])"
16423,S-H 12,"array([-9.59092513, 29.59781373])"
16424,IM:IA FB,"array([-53.04265034,  -5.97905524])"
16425,H2 385,"array([-11.60815811,  33.78389651])"
16426,IM 219,"array([-7.8020565 , 30.68133791])"
16427,IM 220,"array([-7.75041382, 30.17144883])"
16428,IM 221,"array([-7.76946169, 30.39646759])"
16429,ASM2 16,"array([-10.53860925,  26.94651499])"
16430,IM3 44,"array([-8.65839118, 30.36391678])"
16431,M/SPT 12,"array([-5.58769175, 28.49504778])"
16432,GR2 11,"array([-7.87652087, 29.62907777])"
16433,GR2 12,"array([-5.22006284, 26.96769229])"
16434,GR2 35,"array([-4.79299309, 26.67718235])"
16435,GR2 16,"array([-4.94433031, 26.54392927])"
16436,M/PRM 28,"array([-7.19859411, 29.03976986])"
16437,M/TU 58,"array([-10.11561354,  25.96398759])"
16438,HFLY 2,"array([-5.12792059, 26.09004062])"
16439,GR2 32,"array([-5.29913381, 27.84874159])"
16440,GR2 33,"array([-5.15055568, 27.45263054])"
16441,GR2 36,"array([-5.05361866, 26.9450196 ])"
16442,GR2 37,"array([-5.4126108 , 26.54210071])"
16443,GR2 38,"array([-5.3625472 , 26.74207876])"
16444,GR2 39,"array([-4.80488954, 26.54077898])"
16445,GR2 40,"array([-5.11652818, 27.58732736])"
16446,M/TU 91,"array([-8.11849254, 24.98141381])"
16447,GR2 41,"array([-4.90803388, 26.92754309])"
16448,GR2 42,"array([-4.94271876, 27.19042507])"
16449,GR2 43,"array([-5.06671049, 26.69173919])"
16450,GR2 44,"array([-4.95582196, 27.32802148])"
16451,GR2 47,"array([-5.17105735, 26.63395436])"
16452,GR2 48,"array([-5.15171262, 26.84558184])"
16453,GR2 49,"array([-4.93460263, 27.06081609])"
16454,GR2 50,"array([-5.78908535, 28.95825911])"
16455,GR2 51,"array([-4.92992592, 26.69354128])"
16456,GR2 51/2,"array([-5.92028636, 28.91265328])"
16457,GR2 52,"array([-5.20323218, 27.0953918 ])"
16458,GR2 53,"array([-4.8397458 , 26.81473325])"
16459,GR2 54,"array([-5.50598086, 27.11702921])"
16460,GR2 55,"array([-5.77696891, 27.33283212])"
16461,GR2 59,"array([-7.23168251, 25.93878114])"
16462,GR2 60,"array([-5.0744492 , 26.54486641])"
16463,M/TIO 80,"array([-11.6701535 ,  27.95905473])"
16464,GR2 64,"array([-5.01132673, 26.81613612])"
16465,GR2 65,"array([-5.27937304, 26.24696977])"
16466,GR2 66,"array([-5.00368605, 26.17877561])"
16467,GR2 67,"array([-4.96304776, 26.31067642])"
16468,GR2 68,"array([-4.88499128, 26.40619393])"
16469,GR2 69,"array([-5.08094429, 27.33466747])"
16470,GR2 70,"array([-5.12159127, 26.26635562])"
16471,GR2 71,"array([-5.33145754, 26.44325599])"
16472,TA 11,"array([-5.23536442, 27.32605412])"
16473,GR2 76,"array([-7.80680871, 28.85204683])"
16474,GR2 78,"array([-6.85433505, 26.93909472])"
16475,GR3 17,"array([-8.30635993, 25.08068326])"
16476,GR3 18,"array([-6.62764973, 25.63348021])"
16477,SOV 2,"array([-6.82085452, 25.62784734])"
16478,GR4 2,"array([-5.26133499, 26.12265436])"
16479,FF 347,"array([-12.40251511,  27.55987043])"
16480,FF 348,"array([-12.34288879,  27.5018375 ])"
16481,FF 349,"array([-11.84963452,  28.28797403])"
16482,M/CP 65,"array([-12.2019364 ,  25.08768026])"
16483,M/CP 66,"array([-12.49411578,  24.5382989 ])"
16484,S-M 6,"array([-9.98542316, 23.7261926 ])"
16485,S-M 7,"array([-8.84318022, 23.93495647])"
16486,PWJ 29,"array([-7.95406347, 22.80512357])"
16487,PWJ 30,"array([-7.80517755, 22.95146973])"
16488,M/CP 90/3,"array([-12.90868915,  25.29886047])"
16489,M/CP 91/3,"array([-12.64220272,  25.38398268])"
16490,M/CP 92/3,"array([-12.87697469,  25.37863251])"
16491,M/CP 93/3,"array([-12.72108534,  25.56570204])"
16492,M/CP 94/3,"array([-12.85317723,  25.23889278])"
16493,M/CP 95/3,"array([-12.7306834 ,  25.36951177])"
16494,M/CP 96/3,"array([-12.61783725,  25.56720806])"
16495,M/CP 97/3,"array([-12.79546863,  25.3086197 ])"
16496,GR3 20,"array([-6.19082899, 24.55983381])"
16497,SLEEP 11,"array([-12.27887218,  22.67358137])"
16498,M/CP 107/3,"array([-5.94845269, 25.52775092])"
16499,M/CP 108/3,"array([-5.7696792 , 25.46254671])"
16500,M/CP 109/3,"array([-5.89801602, 25.43562479])"
16501,M/CP 110/3,"array([-5.74980758, 25.60113049])"
16502,M/CP 111/3,"array([-5.83997044, 25.55597922])"
16503,M/CP 112/3,"array([-6.17570837, 25.63373303])"
16504,M/CP 113/3,"array([-8.81766637, 23.54418468])"
16505,S-M 93,"array([-9.21457922, 23.44704023])"
16506,ASM 110,"array([-10.30150647,  23.00488494])"
16507,ASM 111,"array([-11.1796634 ,  23.35083596])"
16508,PPTSS 246,"array([-9.25082536, 23.20030222])"
16509,PPTSS 256,"array([-9.59533459, 22.89447468])"
16510,NT 3,"array([-13.92063452,  25.3380628 ])"
16511,FF 34,"array([-14.2635691 ,  30.36047421])"
16512,FF 4,"array([-12.99677005,  31.07833843])"
16513,JIM 63,"array([-7.99341157, 34.70243724])"
16514,IM 60,"array([-7.71637684, 29.10573891])"
16515,IM 68,"array([-11.27712326,  29.54912117])"
16516,IM 69,"array([-10.57072437,  30.44674999])"
16517,IM 70,"array([-10.70822478,  30.12339066])"
16518,IM 82,"array([-10.3102515 ,  28.77005168])"
16519,IM 85,"array([-9.7121721 , 29.40809288])"
16520,D:LD 1,"array([ -7.74293376, -25.8313544 ])"
16521,M/CP 98/4,"array([-5.7807681 , 24.25511726])"
16522,FF 249,"array([-14.24362861,  28.60719406])"
16523,FF 261,"array([-13.07588273,  29.49343012])"
16524,M/CP 49/4,"array([-18.21760789,  30.15543615])"
16525,H2 389,"array([-10.8764287 ,  33.24856087])"
16526,H2 129,"array([-11.02571201,  33.75751127])"
16527,FF 137,"array([-13.4741963 ,  30.77287724])"
16528,H2 191,"array([-11.82884671,  33.71681733])"
16529,H2 355,"array([-12.09581726,  33.27542387])"
16530,H2 356,"array([-12.40015338,  33.19188786])"
16531,ROM@ 1/2,"array([-19.50230243,  32.2001413 ])"
16532,PUN5 4,"array([-7.07303111, 20.05013961])"
16533,PUN5 8,"array([-7.32307308, 19.88467738])"
16534,ASM 104,"array([-12.08382495,  23.68894122])"
16535,ASM 103,"array([-12.02400746,  23.77033796])"
16536,H2 239,"array([-10.13389357,  31.43736238])"
16537,H2 241,"array([-10.6352458 ,  30.93556878])"
16538,H2 242,"array([-9.73638761, 30.86135133])"
16539,H2 134,"array([-10.10812128,  34.75983704])"
16540,M/TIO 11,"array([-8.00976296, 29.84845204])"
16541,M/VS 1/3,"array([-12.93972986,  38.03713393])"
16542,S-M 10,"array([-13.52035349,  24.35448703])"
16543,XF 105,"array([-17.31706732,  27.0989205 ])"
16544,TTA 12 | WWT 21,"array([-9.72073521, 36.36499139])"
16545,TTA 18 | M/U 5,"array([-9.90114195, 36.36054838])"
16546,MEN'S ADVENTURE 26,"array([-11.59084987,  37.67455353])"
16547,FF 171,"array([-14.53379018,  29.66286388])"
16548,PPTSS 259,"array([-10.4966865 ,  22.75371021])"
16549,SS3 116,"array([-11.28219807,  36.06282192])"
16550,ASM 140,"array([-10.55427396,  22.81171126])"
16551,ASM 142,"array([-10.89808568,  23.2170699 ])"
16552,ASM 163,"array([-9.74058098, 23.68332711])"
16553,PPTSS 1,"array([-11.82265937,  23.11124661])"
16554,PPTSS 2,"array([-11.23599036,  23.89773539])"
16555,PPTSS 3,"array([-11.47316261,  23.22529469])"
16556,PPTSS 7,"array([-9.59064104, 24.74851897])"
16557,PPTSS 8,"array([-9.11282847, 24.39645194])"
16558,ASM 172,"array([-10.92481089,  23.44697054])"
16559,ASM 174,"array([-9.64957272, 23.63491761])"
16560,ASM 175,"array([-9.73982053, 23.24178293])"
16561,ASM 178,"array([-10.42029505,  23.05297156])"
16562,ASM 182,"array([-9.85427137, 24.09162904])"
16563,PPTSS 21,"array([-9.73036925, 23.95513499])"
16564,PPTSS 24,"array([-9.96837623, 22.82469424])"
16565,ASM 189,"array([-10.11331678,  24.48959265])"
16566,ASM 196,"array([-9.93108443, 23.733706  ])"
16567,ASM 206,"array([-11.05682973,  23.0640182 ])"
16568,M/TU 79,"array([-11.72404228,  25.01339211])"
16569,PPTSS@ 2,"array([-10.31011273,  24.28403886])"
16570,ASM 228,"array([-9.69472671, 23.31059181])"
16571,LSHOT 3,"array([-12.6183707,  24.5012642])"
16572,PPTSS 120,"array([-10.83493256,  22.72886015])"
16573,WOSM 47,"array([-10.79286857,  23.7709627 ])"
16574,PPTSS 226,"array([-10.96682429,  22.73173932])"
16575,SENSM 26,"array([-10.78184587,  24.58837534])"
16576,PPSM2 14,"array([-10.58403765,  25.42040871])"
16577,ASM2 18,"array([-10.63058155,  23.12687236])"
16578,PPSM2 19,"array([-10.6416471 ,  23.20436228])"
16579,ASM2 20,"array([-11.82056819,  23.81871047])"
16580,ASM2 21,"array([-11.03851982,  22.91058531])"
16581,ASM2 22,"array([-10.09145704,  22.625038  ])"
16582,ASM2 23,"array([-9.78547582, 22.96275395])"
16583,ASM2 24,"array([-9.92072301, 23.51540593])"
16584,PPSM2 22,"array([-9.97083034, 24.60952303])"
16585,PPSM2 23,"array([-10.17834599,  22.42882042])"
16586,ASM2 25,"array([-10.6365268 ,  22.86179573])"
16587,T 324,"array([-10.31373785,  30.79268179])"
16588,WCA 2,"array([-10.03951637,  30.71384859])"
16589,IM 20,"array([-10.04653275,  31.21315201])"
16590,PPSM2 25,"array([-10.16569892,  22.60285048])"
16591,S-M -1,"array([-9.6858796 , 22.27646548])"
16592,PPTSS@ 14,"array([-10.42137068,  22.76936769])"
16593,ASM '97,"array([-11.09101848,  21.57504109])"
16594,UTSM 18,"array([-11.15819607,  23.05916657])"
16595,UTSM 20,"array([-11.04006   ,  23.99780134])"
16596,UTSM 22,"array([-9.86140376, 23.92238914])"
16597,UTSM 25,"array([-10.57896498,  23.28281584])"
16598,ASM 39,"array([-10.5700619 ,  23.19640637])"
16599,ASM 61,"array([-11.15736052,  24.00517392])"
16600,ASM 62,"array([-11.67186566,  25.2284714 ])"
16601,ASM 63,"array([-11.3423304 ,  23.11477142])"
16602,SPECSM 2,"array([-10.63178827,  22.9981322 ])"
16603,ASM 66,"array([-10.47113634,  23.41943313])"
16604,ASM '96,"array([-11.33681317,  23.60750851])"
16605,ASM 96,"array([-10.91723092,  23.32133256])"
16606,ASM 97,"array([-9.65803866, 22.67769077])"
16607,ASM 98,"array([-9.62939341, 23.35927389])"
16608,ASM 105,"array([-10.86946199,  23.07054274])"
16609,ASM 117,"array([-9.60224588, 23.16259606])"
16610,ASM 119,"array([-10.8629887 ,  26.50996134])"
16611,ASM 121,"array([-10.46557732,  23.33881184])"
16612,ASM 122,"array([-9.80832656, 23.80960505])"
16613,PPTSS 248,"array([-9.16903367, 23.24847353])"
16614,PPTSS 251,"array([-9.85957318, 23.76851107])"
16615,PPTSS 254,"array([-9.39325495, 23.18606907])"
16616,SENSM 27,"array([-10.50697459,  23.77269238])"
16617,S-M 92,"array([-11.13310261,  23.87900597])"
16618,PPTSS 260,"array([-10.15608173,  23.00879263])"
16619,PPTSS 261,"array([-10.5415622 ,  22.97920629])"
16620,S-M 95,"array([-9.96301531, 24.74371176])"
16621,ASM 441,"array([-9.4315598 , 22.80013404])"
16622,ASM 440,"array([-10.1269582 ,  22.18999291])"
16623,S-M 97,"array([-10.0771738 ,  22.25228841])"
16624,PPTSS 263,"array([-11.55337065,  25.95442797])"
16625,ASM '00,"array([-10.02392199,  21.96971992])"
16626,ASM 180,"array([-10.32131811,  23.06644497])"
16627,ASM 167,"array([-10.32573161,  23.50635533])"
16628,ASM 176,"array([-11.31456976,  23.22194365])"
16629,ASM 177,"array([-10.81228226,  23.11664702])"
16630,ASM 179,"array([-10.49128749,  23.03120885])"
16631,GG 1,"array([-9.78973386, 21.63106654])"
16632,WOSM 125,"array([-11.59209581,  22.33405407])"
16633,GG 4,"array([-11.64380912,  24.65983322])"
16634,S-M 50,"array([-11.83008124,  22.48586616])"
16635,WOSM 121,"array([-12.00813389,  20.99485989])"
16636,S-M 55,"array([-11.87881256,  20.95209629])"
16637,KZ4 1,"array([-14.24273626,  23.7522175 ])"
16638,KZ4 3,"array([-14.00969272,  22.76415633])"
16639,KZ4 7,"array([-13.47349904,  25.53381524])"
16640,KZ4 18,"array([-14.21277438,  22.85250419])"
16641,ASM 439,"array([-8.64914015, 22.2167735 ])"
16642,IM@ 13/2,"array([-11.19687429,  31.77596892])"
16643,JIM 107,"array([-12.55802904,  32.07477793])"
16644,TOS 95,"array([-8.70575174, 29.21284454])"
16645,TOS 96,"array([-8.52594374, 29.69465235])"
16646,UX -1,"array([-16.2697584,  26.1008252])"
16647,KZ3 31,"array([-14.76785229,  24.77877226])"
16648,KZ3 32,"array([-14.8997453,  24.4727553])"
16649,MX 29,"array([-19.9208773 ,  23.83733547])"
16650,M/TU 78,"array([-10.73669504,  26.61754428])"
16651,N 14,"array([-10.91232288,  27.37052024])"
16652,PM&andIF 56,"array([-3.84538996, 22.83204879])"
16653,PM&andIF 58,"array([-4.33098341, 22.92366563])"
16654,PM&andIF 59,"array([-4.42160083, 22.77455235])"
16655,PM&andIF 60,"array([-4.17846821, 23.27361004])"
16656,PM&andIF 63,"array([-3.76499392, 23.02147867])"
16657,PM&andIF 66,"array([-3.91207994, 23.1539604 ])"
16658,PM&andIF 67,"array([-3.96442145, 22.97780708])"
16659,PM&andIF 71,"array([-4.28005328, 23.10450118])"
16660,PM&andIF 73,"array([-3.73954207, 23.2418684 ])"
16661,PM&andIF 76/2,"array([-4.3791445 , 22.22457757])"
16662,PM&andIF 79,"array([-4.09814882, 22.63760786])"
16663,PM&andIF 83,"array([-4.15310583, 22.93127691])"
16664,PM&andIF 84,"array([-4.0969975 , 23.43861762])"
16665,PM&andIF 88,"array([-4.04280752, 22.46067284])"
16666,PM&andIF 89,"array([-4.56412856, 22.48576048])"
16667,PM&andIF 90,"array([-4.2493637 , 22.54447451])"
16668,PM&andIF 93,"array([-4.57647817, 22.27394733])"
16669,PM&andIF 94,"array([-4.20065533, 22.33985218])"
16670,PM&andIF 95,"array([-4.03455345, 22.80959512])"
16671,PM&andIF 96,"array([-3.91721357, 22.63406827])"
16672,PM&andIF 97,"array([-4.2394632 , 22.74983043])"
16673,PM&andIF 98,"array([-4.08816518, 23.11798114])"
16674,PM&andIF 100,"array([-3.92666666, 23.55346072])"
16675,PM&andIF 102,"array([-3.95539156, 23.31646528])"
16676,PM&andIF 105,"array([-3.77446726, 23.4248339 ])"
16677,PM&andIF 108,"array([-4.42412879, 22.61184535])"
16678,PM&andIF 111,"array([-4.37860561, 22.41687162])"
16679,V&andSW 3,"array([-8.80973687, 33.27988871])"
16680,V&andSW2 1,"array([-8.23659888, 33.03408099])"
16681,V&andSW2 2,"array([-8.88726505, 33.3663699 ])"
16682,V&andSW2 12,"array([-8.59911615, 33.27499501])"
16683,AWC 66/2,"array([-10.14798861,  28.99475071])"
16684,FF 118/2,"array([-15.00732628,  30.04728335])"
16685,FF 161,"array([-15.09291205,  29.97430498])"
16686,TG 1,"array([-15.79251811,  30.80551237])"
16687,WOSM 58,"array([-10.63191881,  23.59387598])"
16688,S-M 57/2,"array([-11.14036236,  20.86651341])"
16689,PPTSS 223/2,"array([-11.59741785,  19.78793764])"
16690,ST 73,"array([-5.863192  , 36.16850171])"
16691,T 140,"array([-13.12519458,  30.94495091])"
16692,T@ 17/4,"array([-10.52527831,  31.86044849])"
16693,S-H2 50,"array([-19.73677169,  31.1328359 ])"
16694,SS3 115,"array([-11.05672202,  36.47655432])"
16695,AF 2/2,"array([-17.84662728,  29.44680035])"
16696,AF 3/2,"array([-17.86228356,  29.31985809])"
16697,W/C,"array([-15.20805818,  24.89105756])"
16698,AF 8/2,"array([-16.71774891,  29.39887381])"
16699,CX 16,"array([-16.21508245,  27.9197448 ])"
16700,AF 11/2,"array([-16.59643318,  29.77904792])"
16701,H@ 8,"array([-14.75254129,  30.52553926])"
16702,AF 6,"array([-17.54383601,  29.26739845])"
16703,KZ4 -1/2,"array([-18.44441901,  29.35196978])"
16704,FF2 9/2,"array([-18.37859166,  29.60222129])"
16705,W2 143/2,"array([-16.00593752,  28.23570198])"
16706,WOSM 122,"array([-10.97571787,  22.39575104])"
16707,ASM 399,"array([-11.18781878,  21.51703006])"
16708,IM 31,"array([-6.949751  , 32.04694205])"
16709,IM 34,"array([-7.57283325, 29.43651088])"
16710,IM 37,"array([-7.68733981, 30.48514516])"
16711,IM 38,"array([-7.41934376, 31.31354737])"
16712,IM 45,"array([-7.08012243, 29.53881373])"
16713,IM 46,"array([-7.5062093 , 30.83559474])"
16714,WARM 13,"array([-6.28967675, 32.95648553])"
16715,S-W 10,"array([-8.12125592, 26.29128441])"
16716,S-W 48,"array([-8.5085364 , 26.00496077])"
16717,M-T2 1,"array([-10.25654716,  30.72419275])"
16718,H2 451,"array([-12.64955538,  32.34488711])"
16719,H2 452,"array([-12.42425078,  32.14592648])"
16720,X 68,"array([-14.3365338 ,  26.50306758])"
16721,X 69,"array([-14.50512401,  26.45870986])"
16722,H3 21,"array([-10.20760556,  34.16372682])"
16723,IM:IA 2,"array([-8.60405398, 27.67141742])"
16724,TOS 92,"array([-7.55947106, 32.53198595])"
